facility,cate,addr_load,addr_num,lat,long,area,capacity,openOrnot,normal_use,manage_phone,management,date,region,region2
역삼럭키아파트 109동지하,공공용,"서울특별시 강남구 논현로 213 (도곡동, 역삼럭키아파트)",서울특별시 강남구 도곡동 963,37.49141419,127.0409971,1030.0,1248.0,Y,주차장,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
역삼럭키아파트 110동지하,공공용,"서울특별시 강남구 논현로 213 (도곡동, 역삼럭키아파트)",서울특별시 강남구 도곡동 963,37.49141419,127.0409971,776.0,941.0,Y,주차장,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
에스케이리더스뷰아파트,공공용,"서울특별시 강남구 언주로 201 (도곡동, 에스케이리더스뷰)",서울특별시 강남구 도곡동 168,37.4884271,127.0487793,18219.0,701.0,Y,주차장,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
포스코트아파트,공공용,"서울특별시 강남구 남부순환로381길 15 (도곡동, 포스코트아파트)",서울특별시 강남구 도곡동 164-6,37.4879363206,127.0476656003,6458.0,7828.0,Y,주차장,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
경남아파트,공공용,"서울특별시 강남구 논현로 209 (도곡동, 경남아파트)",서울특별시 강남구 도곡동 967,37.48917603,127.0411722,10847.0,1795.0,Y,주차장,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
매봉삼성아파트,공공용,"서울특별시 강남구 언주로 203 (도곡동, 매봉삼성아파트)",서울특별시 강남구 도곡동 966,37.48916951,127.0488296,5084.0,6162.0,Y,주차장,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
숙명여고,공공용,"서울특별시 강남구 남부순환로 2807 (도곡동, 숙명여자고등학교)",서울특별시 강남구 도곡동 91,37.49147446,127.0526124,924.0,1120.0,Y,체육관,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
도곡2동주민센터,공공용,"서울특별시 강남구 남부순환로378길 34-9 (도곡동, 도곡2동주민센터)",서울특별시 강남구 도곡동 459,37.4837230766,127.0464155,2570.0,3109.0,Y,"주차장, 골프장",,서울특별시 강남구청,2021-08-09,서울특별시,강남구
매봉역,공공용,"서울특별시 강남구 남부순환로 지하 2744 (도곡동, 매봉역)",서울특별시 강남구 도곡동 179-2,37.48696113,127.0466165,7306.0,8856.0,Y,지하철승강장,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
도곡역,공공용,"서울특별시 강남구 남부순환로 지하 2814 (도곡동, 도곡역)",서울특별시 강남구 도곡동 339-2,37.49086414,127.0553257,15454.0,18732.0,Y,지하철승강장,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
우성캐릭터199,공공용,"서울특별시 강남구 언주로 118 (도곡동, 우성캐릭터199)",서울특별시 강남구 도곡동 467-24,37.48690128,127.0518629,2742.0,3324.0,Y,주차장,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
도곡현대비젼21,공공용,"서울특별시 강남구 언주로30길 10 (도곡동, 현대비전21)",서울특별시 강남구 도곡동 467-19,37.4873375,127.0515647,2237.0,2712.0,Y,주차장,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
대림아크로텔,공공용,"서울특별시 강남구 언주로30길 13 (대림아크로빌,대림아크로텔)",서울특별시 강남구 도곡동 467-6,37.48814158,127.0506742,16830.0,2491.0,Y,주차장,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
아카데미스위트,공공용,"서울특별시 강남구 언주로30길 21 (도곡동, 아카데미스위트)",서울특별시 강남구 도곡동 467-7,37.48886541,127.0520135,9900.0,12000.0,Y,주차장,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
우성리빙텔아파트,공공용,"서울특별시 강남구 언주로30길 27 (도곡동, 우성리빙텔)",서울특별시 강남구 도곡동 467-10,37.48842186,127.0525876,6389.0,7744.0,Y,주차장,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
삼성래미안아파트,공공용,"서울특별시 강남구 남부순환로 2803 (도곡동, 삼성래미안아파트)",서울특별시 강남구 91-5,37.48960446,127.0515029,30083.0,3706.0,Y,주차장,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
도곡렉슬아파트,공공용,"서울특별시 강남구 선릉로 221 (도곡동, 도곡렉슬아파트)",서울특별시 강남구 도곡동 527,37.49420756,127.049733,168300.0,15298.0,Y,주차장,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
래미안 도곡 카운티,공공용,"서울특별시 강남구 도곡로 320 (도곡동, 래미안도곡카운티)",서울특별시 강남구 도곡동 538,37.4956390045,127.0520027065,18208.0,1949.0,Y,주차장,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
경남아파트 관리소,공공용,"서울특별시 강남구 언주로 110 (개포동, 경남아파트)",서울특별시 강남구 개포동 649,37.48541153,127.0547066,264.0,320.0,Y,창고,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
경남아파트 경남2차상가,공공용,"서울특별시 강남구 언주로 110 (개포동, 경남아파트)",서울특별시 강남구 개포동 649,37.48541153,127.0547066,495.0,600.0,Y,슈퍼,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
현대1차아파트 현대상가지하,공공용,"서울특별시 강남구 개포로 303 (개포동, 현대1차아파트)",서울특별시 강남구 개포동 653,37.48328169,127.054393,396.0,480.0,Y,상가,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
경남아파트 경남상가 지하,공공용,"서울특별시 강남구 언주로 110 (개포동, 경남아파트)",서울특별시 강남구 개포동 649,37.48541153,127.0547066,792.0,960.0,Y,상가,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
우성3차아파트 우성3차상가,공공용,서울특별시 강남구 개포로 307 (개포동),서울특별시 강남구 개포동 652,37.48463241,127.0560920381,495.0,600.0,Y,상가,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
개포공무원아파트 9단지 908동 앞,공공용,서울특별시 강남구 영동대로4길 10 (개포공무원아파트9단지),서울특별시 강남구 일원동 688,37.48901125,127.0756006,126.0,153.0,Y,지하보도,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
개포2동주민센터,공공용,"서울특별시 강남구 개포로 511 (개포동, 개포2동주민센터)",서울특별시 강남구 개포동 182,37.4897829,127.0690748,1470.0,1782.0,Y,지하주차장,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
구룡역,공공용,"서울특별시 강남구 개포로 지하 403 (개포동, 구룡역)",서울특별시 강남구 개포동 175-3,37.48708881,127.0592669,12203.0,14792.0,Y,지하철승강장,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
개포동역,공공용,"서울특별시 강남구 개포로 지하 420 (개포동, 개포동역)",서울특별시 강남구 개포동 195,37.48924739,127.0664736,11184.0,13556.0,Y,지하철승강장,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
현대2차아파트208동,공공용,"서울특별시 강남구 언주로 107 (개포동, 현대2차아파트)",서울특별시 강남구 개포동 654,37.48359635,127.0519284,3897.0,4724.0,Y,창고,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
현대2차아파트210동,공공용,"서울특별시 강남구 언주로 107 (개포동, 현대2차아파트)",서울특별시 강남구 개포동 654,37.48359635,127.0519284,700.0,848.0,Y,창고,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
개포4동주민센터지하,공공용,"서울특별시 강남구 개포로38길 12 (개포동, 개포4동주민센터)",서울특별시 강남구 개포동 1211-4,37.47882112,127.0516583,198.0,240.0,Y,구내식당 및 창고,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
쌍용개포아파트,공공용,"서울특별시 강남구 언주로 101 (개포동, 쌍용개포아파트)",서울특별시 강남구 개포동 655-3,37.48107653,127.0532789,832.0,1008.0,Y,주차장,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
포이초등학교 공영주차장,공공용,"서울특별시 강남구 개포로22길 87 (개포동, 포이초등학교)",서울특별시 강남구 개포동 1273,37.4759156202,127.0525105521,3469.0,4205.0,Y,공영주차장,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
데님관광호텔,공공용,"서울특별시 강남구 논현로 66 (개포동, 데님관광호텔)",서울특별시 강남구 개포동 1229-14,37.47619586,127.046655,2289.0,2775.0,Y,주차장,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
원불교서울교구,공공용,서울특별시 강남구 논현로 10 (개포동),서울특별시 강남구 개포동 1163-4,37.4723485,127.0505098,263.0,316.0,Y,주차장,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
현대2차아파트204동,공공용,"서울특별시 강남구 언주로 107 (개포동, 현대2차아파트)",서울특별시 강남구 개포동 654,37.48359635,127.0519284,3897.0,4724.0,Y,창고,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
상록수마을아파트,공공용,"서울특별시 강남구 광평로10길 15 (일원동, 상록수아파트)",서울특별시 강남구 일원동 734,37.4828993841,127.0834456,2970.0,3600.0,Y,주차장,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
가람아파트,공공용,"서울특별시 강남구 일원로 127 (일원동, 가람아파트)",서울특별시 강남구 일원동 735,37.48315884,127.0853816,2310.0,2800.0,Y,주차장,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
일원역,공공용,"서울특별시 강남구 일원로 지하 121 (일원동, 일원역)",서울특별시 강남구 일원동 717,37.48407494,127.084451,1188.0,1440.0,Y,지하철승강장,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
까치마을아파트,공공용,"서울특별시 강남구 광평로19길 10 (일원동, 목련타운아파트)",서울특별시 강남구 일원동 746,37.48548616,127.0866008,3135.0,3800.0,Y,주차장,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
목련타운아파트,공공용,"서울특별시 강남구 광평로19길 15 (일원동, 목련타운아파트)",서울특별시 강남구 일원동 716,37.48553072,127.0847963,3640.0,4412.0,Y,주차장,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
샘터마을아파트,공공용,"서울특별시 강남구 일원로 120 (일원동, 샘터마을아파트)",서울특별시 강남구 일원동 718,37.48520065,127.0826748,2640.0,3200.0,Y,주차장,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
한솔마을아파트,공공용,"서울특별시 강남구 광평로10길 6 (일원동, 한솔마을아파트)",서울특별시 강남구 일원동 731,37.48262791,127.0765213,1650.0,2000.0,Y,주차장,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
푸른마을아파트,공공용,"서울특별시 강남구 일원로14길 25 (일원동, 푸른마을아파트)",서울특별시 강남구 일원동 719,37.48479809,127.0811005,2970.0,3600.0,Y,주차장,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
일원본동주민센터,공공용,"서울특별시 강남구 광평로 126 (일원동, 일원본동주민센터)",서울특별시 강남구 일원동 735-3,37.48337789,127.0864808,330.0,400.0,Y,"식당, 창고",,서울특별시 강남구청,2021-08-09,서울특별시,강남구
강남데시앙포레아파트,공공용,"서울특별시 강남구 광평로34길 55 (수서동, 강남데시앙포레아파트)",서울특별시 강남구 수서동 559,37.48085061,127.0923661,35911.0,4128.0,Y,주차장,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
일원1동주민센터,공공용,"서울특별시 강남구 양재대로55길 14 (일원동, 일원1동주민센터)",서울특별시 강남구 일원동 712-3,37.49185343,127.0880284,366.0,444.0,Y,주차장,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
수서1단지아파트 상가 앞 지하보도,공공용,"서울특별시 강남구 양재대로55길 6 (일원동, 수서1단지아파트 상가)",서울특별시 강남구 일원동 711-1,37.49131982,127.0883128,241.0,291.0,Y,지하보도,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
중동고등학교,공공용,"서울특별시 강남구 일원로 7 (일원동, 중동고등학교)",서울특별시 강남구 일원동 618,37.49371459,127.0809111,191.0,191.0,Y,주차장,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
수서1단지에스에이치빌 101동,공공용,"서울특별시 강남구 양재대로55길 10 (일원동, 수서1단지 에스에이치빌)",서울특별시 강남구 일원동 711,37.49315584,127.0909926,2350.0,2848.0,Y,주차장,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
수서1단지에스에이치빌 102동,공공용,"서울특별시 강남구 양재대로55길 10 (일원동, 수서1단지 에스에이치빌)",서울특별시 강남구 일원동 711,37.49315584,127.0909926,2336.0,2832.0,Y,주차장,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
대청역,공공용,"서울특별시 강남구 일원로 지하 2 (일원동, 대청역)",서울특별시 강남구 일원동 700-9,37.49372276,127.0794953,7003.0,8488.0,Y,지하철승강장,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
영희초등학교 영희문화관,공공용,서울특별시 강남구 일원로 21 (일원동),서울특별시 강남구 일원동 617,37.49230166,127.0811312,2099.0,2544.0,Y,주차장,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
중동중학교,공공용,"서울특별시 강남구 일원로8길 37 (일원동, 중동중학교)",서울특별시 강남구 일원동 692,37.48851553,127.0786124,799.0,968.0,Y,식당,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
석탑프라자,공공용,"서울특별시 강남구 개포로 615 (개포동, 석탑프라자)",서울특별시 강남구 개포동 12-4,37.49265853,127.0755862,6999.0,8484.0,Y,주차장,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
서울주택도시공사,공공용,"서울특별시 강남구 개포로 621 (개포동, SH공사)",서울특별시 강남구 개포동 14-5,37.49413049,127.0787811,10230.0,12400.0,Y,주차장,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
대모산입구역,공공용,"서울특별시 강남구 개포로 지하 522 (일원동, 대모산입구역)",서울특별시 강남구 일원동 700-1,37.49154641,127.0731698,13478.0,16337.0,Y,지하철승강장,,서울특별시 강남구청,2021-08-09,서울특별시,강남구
