facility,cate,addr_load,addr_num,lat,long,area,capacity,openOrnot,normal_use,manage_phone,management,date,region
삼원상가,공공용,강원도 삼척시 중앙로 185,강원도 삼척시 남양동 93-5,37.44002623,129.1673668,1997.0,2421.0,Y,주차장,033-570-3896,강원도 삼척시청,2021-07-21,강원도
삼척중앙시장,공공용,강원도 삼척시 진주로 12-21,강원도 삼척시 남양동 55-4,37.44210168,129.1646203,2236.0,2710.0,Y,주차장,033-570-3896,강원도 삼척시청,2021-07-21,강원도
대학로 지하주차장,공공용,강원도 삼척시 대학로 31,강원도 삼척시 당저동 145-3,37.4438722,129.1629092,1999.0,2423.0,Y,주차장,033-570-3896,강원도 삼척시청,2021-07-21,강원도
현대아파트,공공용,강원도 삼척시 오십천로 301-30,강원도 삼척시 원당동 122-3,37.43973673,129.1524545,2394.0,2902.0,Y,주차장,033-570-3896,강원도 삼척시청,2021-07-21,강원도
동부아파트,공공용,강원도 삼척시 동해대로 4273,강원도 삼척시 교동 501-5,37.45547339,129.1646442,2463.0,2985.0,Y,주차장,033-570-3896,강원도 삼척시청,2021-07-21,강원도
코아루아파트,공공용,강원도 삼척시 교동로 133,강원도 삼척시 교동 733-1,37.45053496,129.1761176,3195.0,3873.0,Y,주차장,033-570-3896,강원도 삼척시청,2021-07-21,강원도
신동아아파트,공공용,강원도 삼척시 정상로 90,강원도 삼척시 교동 745-1,37.44943074,129.1754475,2674.0,3241.0,Y,주차장,033-570-3896,강원도 삼척시청,2021-07-21,강원도
코아루타워아파트,공공용,강원도 삼척시 교동로 97,강원도 삼척시 교동 781,37.45021404,129.1704496,2076.0,2516.0,Y,주차장,033-570-3896,강원도 삼척시청,2021-07-21,강원도
e편한세상아파트,공공용,강원도 삼척시 하실길 72,강원도 삼척시 교동 793,37.45255669,129.1712088,7648.0,9270.0,Y,주차장,033-570-3896,강원도 삼척시청,2021-07-21,강원도
지웰아파트,공공용,강원도 삼척시 동해대로 4183,강원도 삼척시 교동 788,37.45278026,129.1762911,9344.0,11326.0,Y,주차장,033-570-3896,강원도 삼척시청,2021-07-21,강원도
세영리첼아파트,공공용,강원도 삼척시 마달길 215,강원도 삼척시 마달동 179,37.45084403,129.1555254,6181.0,7492.0,Y,주차장,033-570-3896,강원도 삼척시청,2021-07-21,강원도
동양아파트,공공용,강원도 삼척시 오십천로 529,강원도 삼척시 정상동 275-1,37.43488379,129.1769049,437.0,530.0,Y,공동구,033-570-3896,강원도 삼척시청,2021-07-21,강원도
유성아파트,공공용,강원도 삼척시 동해대로 4044-13,강원도 삼척시 정상동 316-3,37.44191441,129.1787284,3306.0,4007.0,Y,주차장,033-570-3896,강원도 삼척시청,2021-07-21,강원도
현진에버빌아파트,공공용,강원도 삼척시 정상로 35,강원도 삼척시 정상동 473,37.44422235,129.1751121,13144.0,15932.0,Y,주차장,033-570-3896,강원도 삼척시청,2021-07-21,강원도
파라다이스모텔,공공용,강원도 삼척시 새천년도로 131,강원도 삼척시 정하동 41-277,37.4426392,129.191734,519.0,629.0,Y,주차장,033-570-3896,강원도 삼척시청,2021-07-21,강원도
동화4차아파트,공공용,강원도 삼척시 동해대로 3943,강원도 삼척시 정상동 121-1,37.43501948,129.1823243,908.0,1101.0,Y,주차장,033-570-3896,강원도 삼척시청,2021-07-21,강원도
동부아파트(전동 지하),공공용,"강원도 속초시 미시령로 3359번길 15(교동, 동부아파트)",강원도 속초시 교동 781 1호,38.20821839,128.573646,3712.0,4499.0,Y,,,속초시,2021-07-01,강원도
속초우체국연수원(본관 지하),공공용,강원도 속초시 교동로 1길 7(교동),강원도 속초시 교동 658-21,38.20055723,128.5806637,583.0,706.0,Y,,,속초시,2021-07-01,강원도
금호동주민센터(본관 지하),공공용,"강원도 속초시 중앙시장로 43(중앙동, 금호동주민센터)",강원도 속초시 중앙동 496번지 25호,38.20693735,128.5882315,777.0,941.0,Y,,,속초시,2021-07-01,강원도
속초관광수산시장(본관 지하),공공용,강원도 속초시 중앙로 147번길 16(금호동),강원도 속초시 금호동 471번지 4호,38.20452183,128.5901928,825.0,1000.0,Y,,,속초시,2021-07-01,강원도
이편한세상아파트(104동 지하),공공용,강원도 속초시 미시령로 3439(금호동),강원도 속초시 금호동 627번지,38.21074466,128.5832633,4818.0,5840.0,Y,,,속초시,2021-07-01,강원도
생모리츠아파트(전동 지하),공공용,"강원도 속초시 수복로 174(금호동, 생모리츠아파트)",강원도 속초시 금호동 630,38.20296315,128.5876839,8660.0,10496.0,Y,,,속초시,2021-07-01,강원도
보람레이크더하임아파트(전동 지하),공공용,"강원도 속초시 영랑호반길 115-13(금호동, 보람레이크더하임아파트)",강원도 속초시 금호동 629번지,38.21101867,128.5821824,2600.0,3151.0,Y,,,속초시,2021-07-01,강원도
한국도로공사 설악연수원(본관 지하),공공용,강원도 속초시 온천로 56(노학동. 한국도로공사연수원),강원도 속초시 노학동 572번지 1호,38.18825908,128.5490516,384.0,465.0,Y,,,속초시,2021-07-01,강원도
삼환아파트(102동 지하),공공용,강원도 속초시 밤골3길 39(교동),강원도 속초시 교동 923번지,38.20351616,128.5666404,7207.0,8735.0,Y,,,속초시,2021-07-01,강원도
아남프라자(본관 지하),공공용,"강원도 속초시 동해대로 4236(교동, 아남프라자)",강원도 속초시 교동 737번지 7호,38.19776001,128.5775303,2729.0,3307.0,Y,,,속초시,2021-07-01,강원도
청초대우아파트(전동 지하),공공용,"강원도 속초시 동해대로 4271(교동, 청초대우아파트)",강원도 속초시 교동 961번지,38.19798727,128.5732157,7405.0,8975.0,Y,,,속초시,2021-07-01,강원도
대명늘푸른아파트(전동 지하),공공용,"강원도 속초시 미시령로 3337번길 7(교동, 대명늘푸른아파트)",강원도 속초시 교동 783번지,38.20541866,128.5709554,7596.0,5974.0,Y,,,속초시,2021-07-01,강원도
설악파인리조트(본관 지하),공공용,강원도 속초시 관광로 408번길 14(노학동),강원도 속초시 노학동 746번지 96호,38.19553528,128.5391015,1320.0,1600.0,Y,,,속초시,2021-07-01,강원도
현대수리조트(본관 지하),공공용,"강원도 속초시 이목로 153(노학동, 현대훼미리타운휴향콘도미니엄)",강원도 속초시 노학동 729번지 3호,38.1993967261,128.5463203428,3389.0,4107.0,Y,,,속초시,2021-07-01,강원도
속초석미모닝파크(전동 지하),공공용,"강원도 속초시 수복로 12(교동, 속초석미모인파크)",강원도 속초시 교동 984,38.1945803,128.5760417,3554.0,4307.0,Y,,,속초시,2021-07-01,강원도
명지미래힐아파트(105동 지하),공공용,강원도 속초시 미시령로 3337번길 20(교동),강원도 속초시 교동 1027,38.2068057,128.571241,4929.0,9207.0,Y,,,속초시,2021-07-01,강원도
하우스토리(전동 지하),공공용,강원도 속초시 동해대로 4284(교동),강원도 속초시 교동 1029,38.19913816,128.5728387,2618.0,3172.0,Y,,,속초시,2021-07-01,강원도
속초시청(신관 지하),공공용,강원도 속초시 중앙로 183(동명동),강원도 속초시 동명동 465번지 4호,38.20766179,128.5919416,274.0,332.0,Y,,,속초시,2021-07-01,강원도
동해콘도(본관 지하),공공용,강원도 속초시 동해대로 3707(대포동),강원도 속초시 대포동 790번지 4호,38.16770233,128.6074845,1221.0,1480.0,Y,,,속초시,2021-07-01,강원도
더케이설악산가족호텔(본관 지하),공공용,강원도 속초시 설악산로 470-7(도문동),강원도 속초시 도문동 155,38.16643611,128.5548834,491.0,595.0,Y,,,속초시,2021-07-01,강원도
켄싱턴호텔(본관 지하),공공용,강원도 속초시 설악산로 998(설악동),강원도 속초시 설악동 106번지 1호,38.17263475,128.5002508,1366.0,1655.0,Y,,,속초시,2021-07-01,강원도
마레몬스호텔(본관 지하),공공용,강원도 속초시 동해대로 3705(대포동),강원도 속초시 대포동 245번지 5호,38.166956,128.606464,1476.0,1789.0,Y,,,속초시,2021-07-01,강원도
한화리조트 설악(본관 지하),공공용,강원도 속초시 미시령로 2983번길 111(장사동),강원도 속초시 장사동 24번지 1호,38.21030027,128.5287216,3597.0,4360.0,Y,,,속초시,2021-07-01,강원도
동진리조트오리스텔(본관 지하),공공용,"강원도 속초시 번영로 170(동명동, 고릴라마트)",강원도 속초시 동명동 231번지 2호,38.21378803,128.5900291,5031.0,6098.0,Y,,,속초시,2021-07-01,강원도
설악비치리조텔(본관 지하),공공용,강원도 속초시 중앙로 346(동명동),강원도 속초시 동명동 148번지 9호,38.21929754,128.5918781901,3389.0,4107.0,Y,,,속초시,2021-07-01,강원도
부영아파트3단지(전동 지하),공공용,"강원도 속초시 소평로 162(조양동, 부영아파트3단지)",강원도 속초시 조양동 1499번지,38.19101016,128.5784027,5227.0,6336.0,Y,,,속초시,2021-07-01,강원도
조양2주공아파트(202동 지하),공공용,"강원도 속초시 온정로 24(조양동, 조양2주공아파트)",강원도 속초시 조양동 1215번지 1호,38.18602676,128.594406,4121.0,4995.0,Y,,,속초시,2021-07-01,강원도
성호아파트(전동 지하),공공용,"강원도 속초시 청대로 8(조양동, 성호아파트)",강원도 속초시 조양동 1294번지 23호,38.18408347,128.5984631,9728.0,11791.0,Y,,,속초시,2021-07-01,강원도
삼성쉐르빌아파트(전동 지하),공공용,"강원도 속초시 청대로 207(조양동, 삼성쉐르빌)",강원도 속초시 조양동 1561번지,38.18528069,128.5754715,3264.0,3956.0,Y,,,속초시,2021-07-01,강원도
코아루아파트(전동 지하),공공용,"강원도 속초시 청대마을길 20(조양동, 속초조양코아루아파트)",강원도 속초시 조양동 1563번지,38.18833263,128.571442,1672.0,2026.0,Y,,,속초시,2021-07-01,강원도
메가박스(본관 지하),공공용,"강원도 속초시 조양로 142번길 20(도양동, 메가박스)",강원도 속초시 조양동 1506번지 1호,38.1890904,128.5858304,2603.0,3155.0,Y,,,속초시,2021-07-01,강원도
대광로제비앙아파트(전동 지하),공공용,"강원도 속초시 온정로 1길 11-8(조양동, 대광로제비앙아파트)",강원도 속초시 조양동 1568번지,38.18532452,128.5893279,1434.0,1737.0,Y,,,속초시,2021-07-01,강원도
산수빌아파트(전동 지하),공공용,"강원도 속초시 소평로 80(조양동, 속초조양산수빌아파트)",강원도 속초시 조양동 1560번지,38.18826271,128.5683178,1871.0,2267.0,Y,,,속초시,2021-07-01,강원도
부영아파트1단지(전동 지하),공공용,"강원도 속초시 조양로 142번길 12(조양동, 부영아파트)",강원도 속초시 조양동 1540번지,38.18864579,128.5859349,1180.0,1430.0,Y,,,속초시,2021-07-01,강원도
제일프라자(본관 지하),공공용,"강원도 속초시 동해대로 4024(조양동, 제일프라자)",강원도 속초시 조양동 1034번지 4호,38.19020178,128.5944925,2000.0,2424.0,Y,,,속초시,2021-07-01,강원도
청초프라자(본관 지하),공공용,강원도 속초시 동해대로 4030(조양동),강원도 속초시 조양동 1034번지 49호,38.1901535,128.5937997578,1827.0,2214.0,Y,,,속초시,2021-07-01,강원도
설악비치콘도 팜파스리조트(본관 지하),공공용,강원도 속초시 동해대로 3964(조양동),강원도 속초시 조양동 1401번지,38.18879082,128.6007346,7017.0,8505.0,Y,,,속초시,2021-07-01,강원도
청호동아이파크아파트(전동 지하),공공용,"강원도 속초시 청호로 22(청호동, 속초청호아이파크)",강원도 속초시 청호동 1356번지,38.1926417,128.6002802,2721.0,3297.0,Y,,,속초시,2021-07-01,강원도
문화체육관,공공용,강원도 양구군 양구읍 양록길23번길 17,,38.108303,127.9843733,1825.0,2212.0,Y,연습장,,강원도 양구군청,2019-06-28,강원도
청소년수련관,공공용,강원도 양구군 양구읍 박수근로366-33,,38.1063243998,127.9815002,552.0,669.0,Y,식당,,강원도 양구군청,2019-06-28,강원도
포미제,공공용,강원도 양구군 양구읍 관공서로16번길 15,,38.1071963031,127.9922569236,561.0,680.0,Y,주차장,,강원도 양구군청,2019-06-28,강원도
일립아파트,공공용,강원도 양구군 양구읍 관공서로16번길 5-9,,38.1087083,127.991166,277.0,336.0,Y,주차장,,강원도 양구군청,2019-06-28,강원도
보배아파트,공공용,강원도 양구군 양구읍 박수근로 322,,38.100219167,127.9829099614,1587.0,1924.0,Y,주차장,,강원도 양구군청,2019-06-28,강원도
석미모닝파크,공공용,강원도 양구군 양구읍 박수근로313번길 17,,38.1007318396,127.9819318247,1825.0,2212.0,Y,주차장,,강원도 양구군청,2019-06-28,강원도
경림아파트,공공용,강원도 양구군 양구읍 양록길23번길 11,,38.1079345,127.9846096,1120.0,1358.0,Y,주차장,,강원도 양구군청,2019-06-28,강원도
서희스타힐스,공공용,강원도 양구군 양구읍 청춘로 16,,38.10122898,127.9871098,3273.0,3967.0,Y,주차장,,강원도 양구군청,2019-06-28,강원도
해링턴플레이스,공공용,강원도 양구군 양구읍 청춘로 49,,38.09944678,127.9907795,13071.0,15844.0,Y,주차장,,강원도 양구군청,2019-06-28,강원도
남면 주민대피,정부지원,강원도 양구군 남면 정중앙로 624-18,,38.1089479339,128.0356438383,237.0,165.0,Y,유도 연습장,,강원도 양구군청,2019-06-28,강원도
동면주민대피시설,정부지원,강원도 양구군 동면 금강산로 1673,,38.2014958142,128.0430087738,180.0,126.0,Y,타구 연습장,,강원도 양구군청,2019-06-28,강원도
방산면주민대피시설,정부지원,강원도 양구군 방산면 장거리길43번길 18,강원도 양구군 방산면 현리 2-1,38.2098606,127.9510611767,106.0,74.0,Y,탁구 연습장,,강원도 양구군청,2019-06-28,강원도
해안면주민대피시설,정부지원,강원도 양구군 해안면 펀치볼로 1341-23,,38.28841717,128.1384007,174.0,122.0,Y,탁구 연습장,,강원도 양구군청,2019-06-28,강원도
해안면주민대피시설,정부지원,강원도 양구군 해안면 펀치볼로1307,,38.2851397106,128.1371197083,251.0,175.0,Y,동아리 연습장,,강원도 양구군청,2019-06-28,강원도
동면주민대피시설,정부지원,강원도 양구군 동면 펀치볼로 53-6,,38.2168549917,128.0497365873,174.0,121.0,Y,탁구 연습장,,강원도 양구군청,2019-06-28,강원도
양양군청,공공용,강원도 양양군 양양읍 군청길 1,강원도 양양군 양양읍 군행리 8,38.0756503,128.619152,272.0,329.0,Y,창고,033-670-2349,강원도 양양군청,2021-04-20,강원도
양양군 의회,공공용,강원도 양양군 양양읍 남문로 39,강원도 양양군 양양읍 군행리 33-3,38.07500612,128.6184032,259.0,313.0,Y,의회,033-670-2349,강원도 양양군청,2021-04-20,강원도
양양읍사무소,공공용,강원도 양양군 양양읍 관아길 32,강원도 양양군 양양읍 연창리 222,38.08036648,128.6242482,277.0,335.0,Y,식당,033-670-2349,강원도 양양군청,2021-04-20,강원도
로얄아파트,공공용,강원도 양양군 양양읍 구교언덕길 24-1,강원도 양양군 양양읍 구교리 105-1,38.07870151,128.6218523,540.0,654.0,Y,창고,033-670-2349,강원도 양양군청,2021-04-20,강원도
정아1차아파트,공공용,강원도 양양군 양양읍 북문길 22-22,강원도 양양군 양양읍 구교리 61-1,38.0784784,128.620019,1269.0,1538.0,Y,주차장,033-670-2349,강원도 양양군청,2021-04-20,강원도
정아2차아파트,공공용,강원도 양양군 양양읍 북문길 39,강원도 양양군 양양읍 성내리 126-5,38.07738149,128.6179541,454.0,550.0,Y,주차장,033-670-2349,강원도 양양군청,2021-04-20,강원도
태산2차아파트,공공용,강원도 양양군 양양읍 북문길 22-18,강원도 양양군 양양읍 구교리 66-4,38.07855979,128.6206981,879.0,1065.0,Y,주차장,033-670-2349,강원도 양양군청,2021-04-20,강원도
성창아파트,공공용,강원도 양양군 양양읍 양양로 9-11,강원도 양양군 양양읍 연창리 203-15,38.07763047,128.6269968,915.0,1109.0,Y,주차장,033-670-2349,강원도 양양군청,2021-04-20,강원도
